,stop_id,stop_name,latitude,longitude
94,8503081,Felsenegg,47.3101426909703,8.5074140510626
95,8503082,Adliswil (Luftseilbahnstation),47.3131697533444,8.52005334711192
96,8503083,"Zürich, Römerhof",47.3680896277911,8.56027990554039
97,8503084,"Zürich, Dolder",47.3732000763623,8.57452718594851
98,8503086,Zürich Brunau,47.3516415737949,8.52623375626752
99,8503087,Zürich Saalsporthalle,47.3577942209058,8.52196675866736
100,8503088,Zürich HB SZU,47.3774279898193,8.53916949636064
101,8503089,Wildpark-Höfli,47.296540088104,8.53564810044641
102,8503090,Zürich Selnau,47.3722388631333,8.53172246265426
103,8503091,Zürich Giesshübel,47.3626135976618,8.52201167443157
104,8503093,Zürich Manegg,47.3379339888824,8.51963113892832
105,8503094,Zürich Leimbach,47.3330453878964,8.51856214374007
106,8503095,Sood-Oberleimbach,47.3196191932506,8.52151760102524
107,8503096,Adliswil,47.3122744430936,8.52425746264218
108,8503097,Langnau-Gattikon,47.287309280438,8.54383175268587
109,8503098,Sihlwald,47.2682942245761,8.55751309446492
110,8503099,Sihlau,47.3032900481924,8.52516476107927
111,8503100,Zollikon,47.337337396819,8.56973916548349
112,8503101,Küsnacht ZH,47.319156370147,8.58063572988137
113,8503102,Erlenbach ZH,47.3057936500132,8.59152331112642
114,8503103,Herrliberg-Feldmeilen,47.2818248694552,8.61273253498743
115,8503104,Meilen,47.2698120232242,8.64430831722863
116,8503111,Winkel am Zürichsee,47.2972102490254,8.59898831113849
117,8503125,Uster,47.3503695721055,8.71870678906976
118,8503126,Nänikon-Greifensee,47.3693612023433,8.68641235460117
119,8503127,Schwerzenbach ZH,47.3843865796517,8.6586723786237
120,8503128,Dübendorf,47.4000826120679,8.62342248686994
121,8503129,Wallisellen,47.4127223942356,8.59192755300433
122,8503141,Küsnacht Goldbach,47.3268594110503,8.5759644904033
123,8503147,Stettbach,47.3972125517017,8.59614065168743
124,8503150,"Volketswil, Dorf",47.3895866742558,8.69322158445574
125,8503151,"Volketswil, Zentrum",47.3891670365281,8.6815075531492
126,8503152,"Uster, Brandschenke",47.3611410570261,8.71073873249851
127,8503154,"Volketswil, Volkiland Chliriet",47.3819049501849,8.66755671678488
128,8503155,"Volketswil, Chrummacher",47.3797090972903,8.68346588046885
129,8503156,"Volketswil, Hegnau",47.388388569287,8.67623444243068
130,8503157,"Gutenswil, Unterdorf",47.3849035710867,8.71449369038666
131,8503168,"Riedikon, Chis/Naturstation",47.3263540285675,8.71009194549386
132,8503189,"Riedikon, Dorf",47.3322052091535,8.71133162058612
133,8503200,Kilchberg ZH,47.3244298775167,8.54801790191045
134,8503200,Kilchberg,47.3244298775167,8.54801790191045
135,8503201,Rüschlikon,47.3071337287872,8.5551595084202
136,8503202,Thalwil,47.2959795833563,8.56477148196161
137,8503203,Oberrieden,47.279673606346,8.5784618068935
138,8503204,Horgen,47.2614849296062,8.59691320283188
139,8503253,"Uster, Hegetsberg",47.3493409932978,8.73322356406316
140,8503254,"Uster, Niederuster",47.3445386648561,8.70217778783966
141,8503303,Illnau,47.4088195240113,8.72273124154318
142,8503304,Kemptthal,47.4528407384287,8.70558240276695
143,8503305,Effretikon,47.4258149579094,8.68668184918644
144,8503306,Dietlikon,47.4201990480087,8.61927227025673
145,8503307,Bassersdorf,47.4385700854802,8.62621624740394
146,8503308,Kloten,47.4486067255649,8.58380678283476
147,8503309,Kloten Balsberg,47.4422884829467,8.57071832914331
148,8503310,Glattbrugg,47.4308286569336,8.55885158423844
149,8503311,Rümlang,47.4540677487502,8.53276450838398
150,8503312,Oberglatt,47.4702045216066,8.51062103662735
151,8503312,Oberglatt ZH,47.4702045216066,8.51062103662735
152,8503313,Niederglatt,47.4874715144109,8.50331773336644
153,8503313,Niederglatt ZH,47.4874715144109,8.50331773336644
154,8503314,Niederhasli,47.4783287292926,8.48871112684463
155,8503315,Dielsdorf,47.4824207169514,8.45944401488394
156,8503316,Steinmaur,47.489984590852,8.44685861775167
157,8503340,Opfikon,47.4299535729635,8.56179805837077
158,8503350,"Kindhausen ZH, Geeren",47.4082845286062,8.68363656037286
159,8503351,"Bisikon, Dorf",47.4125217864622,8.6954134737493
160,8503370,"Effretikon, Eselriet",47.424319871583,8.70025539313138
161,8503371,"Illnau, Löwen",47.4163332034833,8.71742219821329
162,8503372,"Effretikon, Wattspitz",47.4270972948706,8.69468583836906
163,8503374,"Grafstal, Unterdorf",47.4451803881751,8.70125252309689
164,8503376,Ottikon b. Kemptthal,47.4353132339136,8.7169371079598
165,8503377,"Lindau, Dorf",47.4414743464957,8.67149133772987
166,8503378,"Tagelswangen, Dorf",47.4304032707099,8.67192252906631
167,8503380,"Winterberg ZH, Dorf",47.4564062782486,8.69305988770458
168,8503381,"Grafstal, Thalegg",47.4426469420161,8.70411814885363
169,8503382,"Illnau, Weisslingerstrasse",47.4079379945917,8.72705213806039
170,8503446,Zürich Landesmuseum (See),47.3790460655592,8.54157698132242
171,8503447,Zürich Storchen,47.371028196226,8.54196325689465
172,8503499,Zürich Central (Polybahn),47.3765398519527,8.54403836520125
173,8503500,Zürich Polyterrasse,47.3768561767436,8.54640093439881
174,8503508,Dietikon,47.4057857849267,8.40498814235303
175,8503508,Dietikon,47.4057857849266,8.40498814235303
176,8503509,Schlieren,47.3991766141354,8.4472448933239
177,8503512,Glanzenberg,47.3988786651024,8.42043916524204
178,8503525,Otelfingen Golfpark,47.4558231741326,8.40211353344345
179,8503526,Regensdorf-Watt,47.4365649581788,8.47208331093326
180,8503527,Buchs-Dällikon,47.4534056526775,8.43560272724009
181,8503528,Otelfingen,47.4549363575613,8.38753387638016
182,8503551,"Birmensdorf ZH, Landikon Bach",47.3522927781054,8.46169878624739
183,8503565,"Uster, Buchholz",47.3584757756574,8.72887571808741
184,8503567,"Uster, Spital",47.3538507670231,8.72349480953479
185,8503578,"Birmensdorf ZH, Sternen/WSL",47.360094432909,8.45627296193055
186,8503579,"Birmensdorf ZH, Obere Risi",47.3594554951892,8.45079323869666
187,8503580,"Uitikon, Schlössli",47.3681078802743,8.44785574771718
188,8503598,"Arni AG, Dorf",47.3183951391194,8.4197115298618
189,8503610,"Zürich, Triemli",47.3681504693771,8.49537662625372
190,8503633,"Uster, See",47.3433882323404,8.69075121742407
191,8503651,Zürich Bürkliplatz (See),47.3656619912465,8.5410020595405
192,8503653,Zürichhorn (See),47.3526214202206,8.5531293158778
193,8503655,Zollikon (See),47.3386827632592,8.5675203267314
194,8503657,Küsnacht ZH (See),47.3189980349967,8.57830011014234
195,8503659,Erlenbach ZH (See),47.3030281073303,8.58930447237433
196,8503660,Herrliberg (See),47.2834824402845,8.60977707770227
197,8503661,Meilen (See),47.2675505483071,8.64032878051943
198,8503672,Horgen (See),47.2623506182085,8.59759592244791
199,8503673,Oberrieden (See),47.2786253671307,8.58192930389069
200,8503674,Thalwil (See),47.2966923981501,8.56805033274911
201,8503675,Rüschlikon (See),47.3097711482299,8.55838446029063
202,8503677,Kilchberg ZH (See),47.3225543717011,8.55178184295144
203,8503681,Zürich Wollishofen (See),47.3454699490061,8.53665421356476
204,8503682,Küsnacht ZH Heslibach,47.3082301316054,8.58408526057287
205,8503689,"Stallikon, Wolfenhof",47.294432072012,8.48573770325378
206,8503690,"Stallikon, Dorf",47.3271395004643,8.48995080193689
207,8503691,"Stallikon, Bleiki",47.3337637910029,8.48881892467874
208,8503692,"Wettswil a.A., Dorf",47.3377148333975,8.47434706544956
209,8503693,"Wettswil a.A., Heidenchilen",47.3456282048101,8.46669341922779
210,8503694,"Stallikon, Gamlikon",47.3114582967247,8.49334643371133
211,8503695,"Hausen am Albis, Türlersee",47.2675139737948,8.51260631340553
212,8503696,"Stallikon, Sellenbüren",47.3432969270986,8.48207257689406
213,8503697,"Aeugstertal, Kloster",47.2843051124036,8.48686059735908
214,8503698,"Birmensdorf ZH, Untere Risi",47.3597049860768,8.44704726396136
215,8503699,"Uitikon, Dorf",47.37053540425,8.4541439547069
216,8503700,"Bassersdorf, Bahnhof",47.4387159099396,8.62613539902836
217,8503709,"Waldegg, Post",47.3683329937139,8.46200421344404
218,8503772,"Bülach, Mettmenriet",47.5124755183395,8.54346344341933
219,8503781,"Bachenbülach, alte Post",47.5052547110926,8.54596974306238
220,8503782,"Höri, Gemeindehaus",47.5080642692887,8.51018984529092
221,8503785,"Uster, Schlyffi",47.3457255927614,8.69737180106896
222,8503788,"Winkel, Zentrum",47.4923761509632,8.55233879842767
223,8503791,"Thalwil, Ebnet",47.2883695343036,8.55718970096259
224,8503855,"Horgen, Bahnhof",47.2616129548689,8.59567352773963
225,8503855,Bahnhof,47.2616129548689,8.59567352773963
226,8503857,"Winkel, Bühlhof",47.4830763767425,8.56076499579388
227,8503860,"Riedt b. Neerach, Riedacher",47.5010309886109,8.47403265510007
228,8503862,"Langnau a.A.,Schwerzi-Wildpark",47.2877053547711,8.53314180080336
229,8503871,"Höri, Oberhöri",47.5037376085068,8.49864649388837
230,8503872,"Uster, Reithalle",47.3562972036718,8.72678264347512
231,8503879,"Widen, Imbismatt",47.3724396243058,8.35652403276804
232,8503885,"Niederhasli, Hofstetterstrasse",47.4822568007251,8.49379559135345
233,8503887,"Langnau am Albis,Oberrenggstr.",47.2826719433898,8.5298898994744
234,8503896,"Horgenberg, Moorschwand",47.2527053159758,8.58653766129886
235,8503898,"Horgen, Stotzweid/Feller",47.251071171652,8.59718269741716
236,8503988,"Freudwil, Im Dörfli",47.3747939482936,8.73427459294572
237,8503989,"Winkel, Oberrüti",47.4799012073586,8.56368452046768
238,8505296,"Uster, Sportanlage",47.3610132726362,8.72715095274166
239,8505332,Zürich Tiefenbrunnen (See),47.3498644146043,8.56058533273703
240,8505333,Zürich Bellevue (See),47.3654429508751,8.54485583210991
241,8505363,"Dietlikon, Mäenriet",47.4124306008581,8.61849073595944
242,8505448,"Meilen, Friedhof",47.2718417823056,8.64133489363778
243,8506517,"Zürich, Hertersteg",47.3676819873548,8.5229908380914
244,8506549,"Adliswil, Dietlimoos",47.3224752092768,8.53225246867196
245,8506636,"Adliswil, Sunnau",47.3260617569731,8.52954853966638
246,8506638,"Zollikerberg, Station/Q'treff",47.3463525233964,8.60453091644228
247,8506889,"Embrach, Gemeindehaus",47.5025299635074,8.5946943640798
248,8506895,"Lufingen, Dorf",47.4886612950571,8.59365231835008
249,8506897,"Embrach, Post",47.5052365061215,8.59376011618419
250,8506898,"Oberembrach, Dorf",47.4869919523461,8.61956871430053
251,8506960,"Brütten, Zentrum",47.472038346399,8.67648597071027
252,8507183,"Zürich, Kantonsschule Enge",47.3642382125742,8.52750936397115
253,8509649,"Zürich, Leutschenpark",47.41655203245,8.55508764319746
254,8510010,"Zürich, Klinik Hirslanden",47.3517754669262,8.5766202605608
255,8510050,"Unterlunkhofen, Mühlegg",47.3202951512883,8.38272788960945
256,8510277,"Brüttisellen, Gemeindehaus",47.4200592504018,8.62947713188575
257,8517376,Dietikon Schöneggstrasse,47.4019614440302,8.40099063933815
258,8517377,Bibenlos-Sonnenhof,47.3537899089443,8.35028074154254
259,8517377,Bibenlos-Sonnenhof,47.3537899089443,8.3502717583897
260,8530473,"Zürich, Rigiblick",47.3873303219428,8.55341677676876
261,8530643,Horgen Autoquai,47.2592291956261,8.60463871427639
262,8530644,Meilen Autoquai,47.2679772490834,8.63847825103388
263,8530645,Maur (See),47.3402837655282,8.67901921981184
264,8530646,Uster (See),47.3432238827915,8.69011341357226
265,8530647,Fällanden (See),47.3657593422308,8.65270756513631
266,8530648,Greifensee (See),47.364536357443,8.67492290211568
267,8530696,Mönchaltorf (See),47.3259825998046,8.69992301647621
268,8530811,"Zürich, Balgrist",47.3545749727743,8.57502125935484
269,8530812,"Zürich, Hegibachplatz",47.361688700906,8.5606212653484
270,8530813,"Zürich, Kreuzplatz",47.3648770923725,8.5540815300791
271,8530822,Zürich Limmatquai,47.3730175688688,8.54263699335783
272,8557033,"Oberhasli, Industrie",47.4592670391304,8.49001368400678
273,8557034,"Niederhasli, Nassenwil",47.4656136067714,8.47144550708144
274,8557097,"Affoltern a.A., Lindenmoos",47.270805578687,8.44411875613473
275,8557101,"Schlieren, Kampstrasse",47.3934605633042,8.44834083797068
276,8570706,"Jonen, Weingasse",47.2934267746297,8.39801721574729
277,8572560,"Berikon-Widen, Bahnhof",47.3617982289998,8.36675584385558
278,8572561,"Bellikon, Rehaklinik",47.3885345327705,8.34403745031704
279,8572568,"Bremgarten AG, Badenerstrasse",47.3563884864263,8.34852004358542
280,8572595,"Birmensdorf ZH, Altenberg",47.3471255247055,8.42056492938183
281,8572596,"Oberwil-Lieli, Englisächer",47.3414768763322,8.40106250456088
282,8572597,"Oberwil-Lieli, im Moos",47.3411177284676,8.39402869588525
283,8572598,"Berikon, Mattenhof",47.3441247555157,8.38006887636809
284,8572599,"Berikon, Kreisschule",47.3562850326259,8.36628871990778
285,8572600,"Zufikon, Emaus",47.34464822855,8.35197855742976
286,8572601,"Zufikon, Algier",47.3417386266265,8.35462858751828
287,8572602,"Oberlunkhofen, Haldenmatten",47.3133646488037,8.3889172819179
288,8572603,"Jonen, Käppeli",47.2994704564101,8.39385801598124
289,8572605,"Ottenbach, Hinterdorf",47.2839029187437,8.40225726388893
290,8572646,"Unterlunkhofen, Gemeindehaus",47.3206300822469,8.38015870789651
291,8572647,"Rottenschwil, Seematten",47.3163245352383,8.36442022411655
292,8572747,"Bremgarten AG, Bahnhof",47.3516902622456,8.34617544069354
293,8573158,"Langnau am Albis, Hinteralbis",47.2747430445065,8.51780755890131
294,8573159,"Langnau am Albis, Mittelalbis",47.2757913606347,8.52776987540358
295,8573160,"Langnau am Albis, Dorf",47.2886132678201,8.53998696326931
296,8573161,"Langnau-Gattikon, Bahnhof",47.2872178782476,8.54369700539324
297,8573162,"Gattikon, Gattikerhof",47.2833057164563,8.54561041694868
298,8573163,"Gattikon, Gattikerhöhe",47.2854629255643,8.5550966263503
299,8573164,"Thalwil, Feldstrasse",47.2903376503655,8.55967803429995
300,8573165,"Thalwil, Schützenhaus",47.2877175416266,8.56221128340152
301,8573166,"Thalwil, Mühlebachplatz",47.2912698903072,8.56489724610141
302,8573167,"Thalwil, Zentrum",47.2949194820454,8.56446605476497
303,8573168,"Thalwil, Bahnhof",47.2959064736034,8.56512182492247
304,8573169,"Hausen am Albis, Grindlen",47.2439181481278,8.52569476709697
305,8573171,"Rifferswil, Unterrifferswil",47.2482356896554,8.49449627727516
306,8573176,"Hausen am Albis, Vollenweid",47.2596193835131,8.51053120509893
307,8573178,"Affoltern a.A., Bahnhof",47.2758157398324,8.44660708947208
308,8573178,"Affoltern a. A., Bahnhof",47.2758157398324,8.44660708947208
309,8573178,Bahnhof,47.2758157398324,8.44660708947208
310,8573193,"Zwillikon, Fehrenbach",47.2865658713747,8.44076804012449
311,8573195,"Obfelden, Hölibachstrasse",47.2686904412726,8.43281794985893
312,8573205,"Zürich Flughafen, Bahnhof",47.4501618688915,8.56374740253758
313,8573205,Bahnhof,47.4501618688915,8.56374740253758
314,8573206,"Bachenbülach, Schmiede",47.5008610616303,8.54499057940255
315,8573207,"Winkel, Scheidweg",47.4969465199914,8.54513430984803
316,8573209,"Winkel, Oberdorf",47.4912228741504,8.55563561552085
317,8573211,"Kloten, Zum Wilden Mann",47.453545361717,8.58019555539209
318,8573213,"Zürich Flughafen, Werft",47.4447794192125,8.57069137968479
319,8573213,Werft,47.4447794192125,8.57069137968479
320,8573214,"Kloten, Balsberg Hardacher",47.4398278081528,8.57203885261115
321,8573225,"Embrach, Oberdorf",47.5000174874054,8.59895237852712
322,8573226,"Embrach, Zürcherstrasse",47.4993802460905,8.59495487551223
323,8573228,"Lufingen, Unterdorf",47.4908161862869,8.59676048923356
324,8573229,"Lufingen, Hintermarchlen",47.4816679122851,8.5899332930733
325,8573230,"Lufingen, Augwil",47.4766954879643,8.59214314867255
326,8573232,"Kloten, Freienberg",47.4632147550056,8.58378881652907
327,8573233,"Kloten, Kaserne Ost",47.4573963256352,8.58021352169778
328,8573234,"Kloten, Hohrainli",47.4600201647324,8.58177659029236
329,8573236,"Oberglatt ZH, Mösli Hofstetten",47.4792880072242,8.5044945263888
330,8573237,"Oberglatt ZH, Bahnhof",47.4704474159839,8.51071086815578
331,8573238,"Oberglatt ZH, Rietli",47.4745764486483,8.51642415336357
332,8573239,"Oberglatt ZH, Zentrum",47.4763433326233,8.52079894879784
333,8573240,"Rümlang, Riedmatt",47.462352356228,8.52758122919389
334,8573241,"Rümlang, Bahnhof",47.4539523381081,8.53263874424419
335,8573242,"Rümlang, Rümelbach",47.4498459841248,8.54026544100742
336,8573244,"Glattbrugg, Unterriet",47.4376343689152,8.56182500782929
337,8573260,"Höri, Fuhrstrasse",47.509538772054,8.51530125925827
338,8573261,"Niederglatt ZH, Nöschikon",47.4953866910793,8.49499933383434
339,8573262,"Niederglatt ZH,altes Schulhaus",47.4931834296632,8.4983141172332
340,8573263,"Niederglatt ZH, Zentrum",47.4908161862869,8.50320095237949
341,8573264,"Niederhasli, Dorf",47.4806358238393,8.48509091624912
342,8573265,"Dielsdorf, Erlen",47.4834588411749,8.47121194510754
343,8573273,"Steinmaur, Obersteinmaur",47.4988279640281,8.45474582594734
344,8573274,"Steinmaur, Gemeindehaus",47.4935536811565,8.44851151787468
345,8573275,"Steinmaur, Bahnhof",47.4895111218752,8.44810727599677
346,8573276,"Dielsdorf, Wehntalerstrasse",47.4831674399551,8.45329055518686
347,8573277,"Dielsdorf, Bahnhof",47.4829306752739,8.45892299201908
348,8573503,"Wermatswil, Ledi",47.3633985302147,8.73678089258876
349,8573504,"Uster, Bahnhof",47.3508747247717,8.71760186127014
350,8573552,"Horgen, Altes Gemeindehaus",47.2605094888683,8.59603285385333
351,8573553,"Horgen, Stocker",47.2614605438068,8.5890439609419
352,8573554,"Horgen Oberdorf, Bahnhof",47.2587231664274,8.59019380450573
353,8573555,"Horgen, Bergli",47.257668415323,8.59315824494374
354,8573556,"Horgen, Ebnetstrasse",47.2527479981742,8.59672455662219
355,8573710,"Zürich Wiedikon, Bahnhof",47.3714297270242,8.52418559741944
356,8573711,"Zürich, Sädlenweg",47.3677549978138,8.48748043490521
357,8573712,"Wettswil a.A., Bäumlisächer",47.3422438618967,8.47010701730792
358,8573713,"Wettswil a.A., Grund",47.3318703515814,8.4742302844626
359,8573714,"Ringlikon, Langwis",47.3596197941991,8.46512136748036
360,8573715,"Stallikon, Aumüli",47.3020899828974,8.48590838315778
361,8573716,"Stallikon, Tägerst",47.2987759555289,8.48741755283531
362,8573717,"Aeugstertal, Landhus",47.2799051912787,8.50064973697224
363,8573718,"Birmensdorf ZH, Bahnhof",47.3569422650859,8.438800729652
364,8573718,Bahnhof,47.3569422650859,8.438800729652
365,8573719,"Birmensdorf ZH, Aescherstrasse",47.3508929832113,8.43832462255135
366,8573720,"Arni AG, Stockacker",47.3200332946963,8.42388869593354
367,8573721,"Oberlunkhofen, Waldegg",47.3134255534873,8.39881671635027
368,8573722,"Oberlunkhofen, Oberdorf",47.3123840737352,8.39276207133446
369,8573723,"Oberlunkhofen, Dorfplatz",47.311427843258,8.39044441790111
370,8573724,"Stallikon, Aegerten",47.3201977164289,8.49060657209438
371,8573725,"Islisberg, Dorf",47.323632186752,8.43934870197539
372,8573726,"Bonstetten-Wettswil, Bahnhof",47.3262992277667,8.46849903294912
373,8573726,Bahnhof,47.3262992277667,8.46849903294912
374,8573729,"Bonstetten, Isenbach",47.3151613074637,8.47171500166672
375,8573730,"Bonstetten, Lärchenhof",47.3242411120878,8.47242467074127
376,8573731,"Stallikon, Diebis",47.3493957701894,8.47589216773846
377,8573732,"Aeugst am Albis, Müliberg",47.2812337378832,8.47853321467414
378,8573733,"Aeugst am Albis, Höchweg",47.2708665324026,8.48064425559211
379,8573734,"Affoltern a.A., Lilienberg",47.2785766113129,8.46595680069471
380,8574610,"Uitikon, Wängi",47.3756760322801,8.44657115686071
381,8574615,"Uitikon, Gläseren",47.3734738364182,8.44861931570879
382,8574658,"Uitikon, Roracher",47.3721171893235,8.45140409308995
383,8574684,"Uitikon, Halde",47.3692577739796,8.45872536265654
384,8574739,"Waldegg, Katholische Kirche",47.3649318531381,8.46234557325205
385,8574780,"Ringlikon, Dorf",47.3583662406661,8.46950514606748
386,8574898,"Ringlikon, Gättern",47.3619746904504,8.4653189968429
387,8575014,"Uitikon Waldegg, Bahnhof",47.3662217569523,8.46503153595194
388,8575909,"Effretikon, Vogelbuckstrasse",47.4346326723032,8.68333113317621
389,8575918,"Effretikon, Bahnhof",47.4251403510439,8.68615184316874
390,8575918,Bahnhof,47.4251403510439,8.68615184316874
391,8575919,"Effretikon, Zentrum",47.4276807174607,8.68641235460117
392,8575920,"Effretikon, Müselacher",47.4290480888166,8.69659924992451
393,8575921,"Effretikon, Lindenwiese",47.4260215925169,8.69948284198693
394,8575922,"Illnau, Gemeindehaus",47.4148560841713,8.71921882878178
395,8575923,"Illnau, Kirche",47.4146007753991,8.71739524875477
396,8575924,"Illnau, Steinacher",47.4118409301395,8.71374808870073
397,8575925,"Illnau, Wingert",47.4105582215479,8.71249044730279
398,8575926,"Illnau, Chrummenacher",47.405420994912,8.71917391301757
399,8575927,"Illnau, Bahnhof",47.4085337885052,8.72297378666993
400,8575937,"Tagelswangen, Oberwis",47.4313695001675,8.67825565182023
401,8575938,"Tagelswangen, Buckstrasse",47.4337454984171,8.67299152425456
