,dep_stop_id,weight,arr_stop_id
1146,8576285,578,8573277
1147,8594552,518,8573277
1148,8503125,120,8573504
1149,8576095,402,8573504
1150,8580872,527,8573504
1151,8580879,419,8573504
1152,8581545,481,8573504
1153,8581548,240,8573504
1154,8587952,496,8573504
1155,8588051,385,8573504
1156,8588055,493,8573504
1157,8503204,152,8573552
1158,8503672,283,8573552
1159,8503855,150,8573552
1160,8503855,150,8573552
1161,8573554,581,8573552
1162,8573555,460,8573552
1163,8577912,257,8573552
1164,8580724,388,8573552
1165,8589111,362,8573552
1166,8590651,276,8573552
1167,8590660,128,8573552
1168,8594182,562,8573552
1169,8502208,368,8573553
1170,8573554,379,8573553
1171,8579190,529,8573553
1172,8579192,219,8573553
1173,8589109,472,8573553
1174,8589111,286,8573553
1175,8590650,403,8573553
1176,8590655,477,8573553
1177,8594182,264,8573553
1178,8502208,34,8573554
1179,8573552,581,8573554
1180,8573553,379,8573554
1181,8573555,303,8573554
1182,8579192,597,8573554
1183,8589111,335,8573554
1184,8590655,294,8573554
1185,8594182,568,8573554
1186,8502208,335,8573555
1187,8503855,573,8573555
1188,8503855,573,8573555
1189,8573552,460,8573555
1190,8573554,303,8573555
1191,8577912,492,8573555
1192,8588985,596,8573555
1193,8589111,439,8573555
1194,8590655,556,8573555
1195,8590660,549,8573555
1196,8503898,227,8573556
1197,8588984,460,8573556
1198,8588985,285,8573556
1199,8503011,63,8573710
1200,8506517,511,8573710
1201,8591079,385,8573710
1202,8591218,475,8573710
1203,8591227,410,8573710
1204,8591341,477,8573710
1205,8591381,530,8573710
1206,8591427,268,8573710
1207,8591163,553,8573711
1208,8591214,424,8573711
1209,8503693,547,8573712
1210,8579453,392,8573712
1211,8579472,222,8573712
1212,8579495,278,8573712
1213,8579497,209,8573712
1214,8576699,359,8573713
1215,8579440,501,8573713
1216,8579994,421,8573713
1217,8574780,431,8573714
1218,8574898,314,8573714
1219,8573716,462,8573715
1220,8503689,599,8573716
1221,8573715,462,8573716
1222,8502221,130,8573718
1223,8502950,427,8573718
1224,8583870,164,8573718
1225,8583870,165,8573718
1226,8583870,165,8573718
1227,8583870,164,8573718
1228,8502221,130,8573718
1229,8502950,427,8573718
1230,8583870,164,8573718
1231,8583870,165,8573718
1232,8583870,165,8573718
1233,8583870,164,8573718
1234,8502950,419,8573719
1235,8503598,437,8573720
1236,8573722,566,8573721
1237,8502955,278,8573722
1238,8572602,372,8573722
1239,8573721,566,8573722
1240,8573723,245,8573722
1241,8502955,72,8573723
1242,8572602,293,8573723
1243,8573722,245,8573723
1244,8583053,459,8573724
1245,8583206,451,8573725
1246,8502222,59,8573726
1247,8573730,449,8573726
1248,8502222,59,8573726
1249,8573730,449,8573726
1250,8502885,357,8573729
1251,8579991,393,8573729
1252,8502222,443,8573730
1253,8573726,449,8573730
1254,8573726,449,8573730
1255,8502771,588,8573733
1256,8582763,450,8573734
1257,8574615,347,8574610
1258,8574610,347,8574615
1259,8574658,310,8574615
1260,8503699,325,8574658
1261,8574615,310,8574658
1262,8502559,448,8574684
1263,8503699,448,8574684
1264,8503709,321,8574684
1265,8502559,461,8574739
1266,8503055,350,8574739
1267,8503709,454,8574739
1268,8574898,477,8574739
1269,8575014,298,8574739
1270,8583613,381,8574739
1271,8573714,431,8574780
1272,8503055,529,8574898
1273,8573714,314,8574898
1274,8574739,477,8574898
1275,8575014,567,8574898
1276,8583613,525,8574898
1277,8502559,311,8575014
1278,8503055,89,8575014
1279,8503709,393,8575014
1280,8574739,298,8575014
1281,8574898,567,8575014
1282,8575940,430,8575909
1283,8588311,432,8575909
1284,8588312,565,8575909
1285,8503305,101,8575918
1286,8575919,339,8575918
1287,8503305,101,8575918
1288,8575919,339,8575918
1289,8503305,250,8575919
1290,8575918,339,8575919
1291,8575918,339,8575919
1292,8588311,571,8575919
1293,8503372,312,8575920
1294,8575921,480,8575920
1295,8503370,237,8575921
1296,8503372,457,8575921
1297,8575920,480,8575921
1298,8503371,255,8575922
1299,8575923,168,8575922
1300,8503371,231,8575923
1301,8575922,168,8575923
1302,8575924,494,8575923
1303,8575923,494,8575924
1304,8575925,205,8575924
1305,8575924,205,8575925
1306,8503303,556,8575926
1307,8575927,539,8575926
1308,8503303,43,8575927
1309,8575926,539,8575927
1310,8503378,587,8575937
1311,8575938,572,8575937
1312,8503378,456,8575938
1313,8575937,572,8575938
1314,8588279,551,8575938
1315,8595538,82,8575938
1316,8503377,570,8575939
1317,8575909,430,8575940
1318,8595706,582,8575940
1319,8588735,282,8575943
1320,8588311,553,8575946
1321,8588312,255,8575946
1322,8595706,144,8575946
1323,8575958,538,8575957
1324,8576788,118,8575957
1325,8581539,392,8575957
1326,8581542,360,8575957
1327,8587952,539,8575957
1328,8575957,538,8575958
1329,8503104,72,8576080
1330,8503661,484,8576080
1331,8505448,454,8576080
1332,8588014,368,8576080
1333,8588023,384,8576080
1334,8588028,578,8576080
1335,8588014,550,8576082
1336,8588027,514,8576082
1337,8503125,402,8576095
1338,8573504,402,8576095
1339,8576788,582,8576095
1340,8580879,309,8576095
1341,8581539,269,8576095
1342,8581544,558,8576095
1343,8581545,389,8576095
1344,8581548,174,8576095
1345,8587952,241,8576095
1346,8503254,515,8576097
1347,8581544,361,8576097
1348,8503785,381,8576099
1349,8581538,294,8576099
1350,8581540,588,8576099
1351,8581541,328,8576099
1352,8503127,96,8576127
1353,8503127,96,8576127
1354,8503155,481,8576128
1355,8588096,486,8576128
1356,8590852,460,8576128
1357,8503150,557,8576129
1358,8503151,505,8576129
1359,8576130,582,8576129
1360,8576140,153,8576129
1361,8503151,569,8576130
1362,8576129,582,8576130
1363,8576131,250,8576130
1364,8576132,390,8576130
1365,8576130,250,8576131
1366,8576132,334,8576131
1367,8503151,574,8576132
1368,8576130,390,8576132
1369,8576131,334,8576132
1370,8503350,537,8576133
1371,8503154,452,8576139
1372,8589106,356,8576139
1373,8503150,404,8576140
1374,8576129,153,8576140
1375,8503308,564,8576152
1376,8573211,434,8576152
1377,8580434,284,8576152
1378,8580437,581,8576152
1379,8587420,516,8576152
1380,8588736,344,8576152
1381,8590699,395,8576152
1382,8576154,586,8576153
1383,8580433,402,8576153
1384,8580434,400,8576153
1385,8580435,144,8576153
1386,8580437,105,8576153
1387,8580438,342,8576153
1388,8588737,493,8576153
1389,8576153,586,8576154
1390,8576155,532,8576154
1391,8580433,272,8576154
1392,8580435,543,8576154
1393,8576154,532,8576155
1394,8588315,492,8576155
1395,8590503,380,8576158
1396,8576160,102,8576159
1397,8576161,85,8576159
1398,8588316,177,8576159
1399,8590503,436,8576159
1400,8576159,102,8576160
1401,8576161,84,8576160
1402,8588316,279,8576160
1403,8590503,346,8576160
1404,8576159,85,8576161
1405,8576160,84,8576161
1406,8588316,244,8576161
1407,8590503,426,8576161
1408,8502274,331,8576164
1409,8576480,431,8576164
1410,8582529,595,8576164
1411,8576172,192,8576171
1412,8576173,149,8576171
1413,8576171,192,8576172
1414,8576173,46,8576172
1415,8576171,149,8576173
1416,8576172,46,8576173
1417,8503004,52,8576182
1418,8505332,82,8576182
1419,8576200,416,8576182
1420,8591440,538,8576182
1421,8503004,53,8576182
1422,8503655,549,8576183
1423,8576201,429,8576183
1424,8576202,216,8576183
1425,8576203,574,8576183
1426,8503100,56,8576184
1427,8503655,238,8576184
1428,8576203,439,8576184
1429,8576204,511,8576184
1430,8576186,517,8576185
1431,8576203,307,8576185
1432,8576204,575,8576185
1433,8576185,517,8576186
1434,8576187,440,8576186
1435,8576186,440,8576187
1436,8576188,360,8576187
1437,8576187,360,8576188
1438,8576189,313,8576188
1439,8503078,355,8576189
1440,8576188,313,8576189
1441,8590879,381,8576189
1442,8503003,312,8576193
1443,8503059,290,8576193
1444,8503447,597,8576193
1445,8503651,418,8576193
1446,8505333,221,8576193
1447,8576195,320,8576193
1448,8591093,507,8576193
1449,8591105,399,8576193
1450,8591183,430,8576193
1451,8591239,576,8576193
1452,8576197,443,8576194
1453,8576198,353,8576194
1454,8591109,446,8576194
1455,8503003,176,8576195
1456,8503059,132,8576195
1457,8505333,253,8576195
1458,8530813,587,8576195
1459,8576193,320,8576195
1460,8576196,355,8576195
1461,8591375,501,8576195
1462,8503003,472,8576196
1463,8503059,448,8576196
1464,8505333,539,8576196
1465,8530813,449,8576196
1466,8576195,355,8576196
1467,8576197,411,8576196
1468,8576194,443,8576197
1469,8576196,411,8576197
1470,8576198,388,8576197
1471,8591094,546,8576197
1472,8576194,353,8576198
1473,8576197,388,8576198
1474,8576199,449,8576198
1475,8591094,374,8576198
1476,8591109,478,8576198
1477,8503653,482,8576199
1478,8576198,449,8576199
1479,8576200,319,8576199
1480,8591040,409,8576199
1481,8591094,562,8576199
1482,8591109,368,8576199
1483,8503004,467,8576200
1484,8503653,525,8576200
1485,8505332,469,8576200
1486,8576182,416,8576200
1487,8576199,319,8576200
1488,8591040,364,8576200
1489,8591109,565,8576200
1490,8503004,468,8576200
1491,8576183,429,8576201
1492,8576202,480,8576201
1493,8591089,520,8576201
1494,8591120,546,8576201
1495,8576183,216,8576202
1496,8576201,480,8576202
1497,8576203,457,8576202
1498,8591089,558,8576202
1499,8503100,488,8576203
1500,8503655,517,8576203
1501,8576183,574,8576203
1502,8576184,439,8576203
1503,8576185,307,8576203
1504,8576202,457,8576203
1505,8576204,573,8576203
1506,8503100,498,8576204
1507,8576184,511,8576204
1508,8576185,575,8576204
1509,8576203,573,8576204
1510,8576205,292,8576204
1511,8576204,292,8576205
1512,8576206,478,8576205
1513,8576205,478,8576206
1514,8576207,344,8576206
1515,8503141,516,8576207
1516,8576206,344,8576207
1517,8576208,426,8576207
1518,8503141,580,8576208
1519,8576207,426,8576208
1520,8576209,442,8576208
1521,8503101,538,8576209
1522,8576208,442,8576209
1523,8576210,441,8576209
1524,8576216,508,8576209
1525,8576223,553,8576209
1526,8576209,441,8576210
1527,8576211,285,8576210
1528,8576216,336,8576210
1529,8576210,285,8576211
1530,8576216,591,8576211
1531,8576215,379,8576214
1532,8576215,379,8576214
1533,8590668,415,8576214
1534,8576214,379,8576215
1535,8576214,379,8576215
1536,8503101,352,8576216
1537,8503657,565,8576216
1538,8576209,508,8576216
1539,8576210,336,8576216
1540,8576211,591,8576216
1541,8576217,347,8576216
1542,8576223,388,8576216
1543,8590704,378,8576216
1544,8590705,281,8576216
1545,8503101,538,8576217
1546,8576216,347,8576217
1547,8576218,501,8576217
1548,8576223,567,8576217
1549,8590702,446,8576217
1550,8590703,581,8576217
1551,8590704,154,8576217
1552,8590705,380,8576217
1553,8576217,501,8576218
1554,8576219,240,8576218
1555,8576220,364,8576218
1556,8576221,505,8576218
1557,8590701,436,8576218
1558,8590702,433,8576218
1559,8590703,189,8576218
1560,8576218,240,8576219
1561,8576220,272,8576219
1562,8576221,292,8576219
1563,8576222,525,8576219
1564,8590701,528,8576219
1565,8590703,324,8576219
1566,8576218,364,8576220
1567,8576219,272,8576220
1568,8576221,249,8576220
1569,8576222,365,8576220
1570,8590703,531,8576220
1571,8576218,505,8576221
1572,8576219,292,8576221
1573,8576220,249,8576221
1574,8576222,245,8576221
1575,8576219,525,8576222
1576,8576220,365,8576222
1577,8576221,245,8576222
1578,8503101,35,8576223
1579,8503657,177,8576223
1580,8576209,553,8576223
1581,8576216,388,8576223
1582,8576217,567,8576223
1583,8590704,475,8576223
1584,8590705,188,8576223
1585,8503075,139,8576225
1586,8576226,598,8576225
1587,8503066,190,8576226
1588,8576225,598,8576226
1589,8503528,71,8576235
1590,8595143,578,8576235
1591,8576237,282,8576236
1592,8595143,345,8576236
1593,8576236,282,8576237
1594,8595143,534,8576237
1595,8576239,512,8576238
1596,8576238,512,8576239
1597,8591223,163,8576240
1598,8591353,564,8576240
1599,8591431,413,8576240
1600,8591434,507,8576240
1601,8591446,233,8576240
1602,8591155,424,8576241
1603,8591158,279,8576241
1604,8591320,503,8576241
1605,8591155,463,8576242
1606,8576244,502,8576243
1607,8576264,286,8576243
1608,8576243,502,8576244
1609,8576245,415,8576244
1610,8576246,421,8576244
1611,8576264,402,8576244
1612,8590760,171,8576244
1613,8576244,415,8576245
1614,8576246,439,8576245
1615,8576265,477,8576245
1616,8576275,484,8576245
1617,8590754,415,8576245
1618,8590760,383,8576245
1619,8576244,421,8576246
1620,8576245,439,8576246
1621,8576264,597,8576246
1622,8576265,325,8576246
1623,8590754,477,8576246
1624,8590760,250,8576246
1625,8503526,568,8576248
1626,8576249,533,8576248
1627,8590878,502,8576248
1628,8576248,533,8576249
1629,8576250,335,8576249
1630,8590908,527,8576249
1631,8576249,335,8576250
1632,8576251,476,8576250
1633,8590908,443,8576250
1634,8576250,476,8576251
1635,8590908,393,8576251
1636,8576253,433,8576252
1637,8590461,426,8576252
1638,8590462,599,8576252
1639,8576252,433,8576253
1640,8576278,489,8576253
1641,8576281,597,8576253
1642,8590461,442,8576253
1643,8590462,592,8576253
1644,8590757,460,8576253
1645,8576256,344,8576255
1646,8576281,360,8576255
1647,8590462,446,8576255
1648,8576255,344,8576256
1649,8576258,334,8576257
1650,8576259,533,8576257
1651,8595356,572,8576257
1652,8576257,334,8576258
1653,8576259,339,8576258
1654,8595356,478,8576258
1655,8503527,470,8576259
1656,8576257,533,8576259
1657,8576258,339,8576259
1658,8576260,443,8576259
1659,8595356,182,8576259
1660,8503527,156,8576260
1661,8576259,443,8576260
1662,8576277,522,8576260
1663,8595356,263,8576260
1664,8503008,296,8576262
1665,8576263,511,8576262
1666,8591054,275,8576262
1667,8591153,488,8576262
1668,8591338,405,8576262
1669,8576262,511,8576263
1670,8591046,520,8576263
1671,8591054,532,8576263
1672,8591090,492,8576263
1673,8591200,573,8576263
1674,8576243,286,8576264
1675,8576244,402,8576264
1676,8576246,597,8576264
1677,8590760,434,8576264
1678,8503526,382,8576265
1679,8576245,477,8576265
1680,8576246,325,8576265
1681,8576280,535,8576265
1682,8590754,213,8576265
1683,8590756,530,8576265
1684,8590760,535,8576265
1685,8590878,440,8576265
1686,8576270,337,8576269
1687,8576279,446,8576269
1688,8576280,493,8576269
1689,8590754,566,8576269
1690,8590756,311,8576269
1691,8590759,329,8576269
1692,8576269,337,8576270
1693,8590755,512,8576270
1694,8590756,351,8576270
1695,8590759,297,8576270
1696,8576272,505,8576271
1697,8576271,505,8576272
1698,8576245,484,8576275
1699,8503527,578,8576277
1700,8576260,522,8576277
1701,8576253,489,8576278
1702,8576279,391,8576278
1703,8590461,356,8576278
1704,8590757,447,8576278
1705,8590758,418,8576278
1706,8576269,446,8576279
1707,8576278,391,8576279
1708,8576280,594,8576279
1709,8590758,526,8576279
1710,8590759,458,8576279
1711,8503526,280,8576280
1712,8576265,535,8576280
1713,8576269,493,8576280
1714,8576279,594,8576280
1715,8590754,559,8576280
1716,8590756,595,8576280
1717,8590878,314,8576280
1718,8576253,597,8576281
1719,8576255,360,8576281
1720,8590462,89,8576281
1721,8503315,540,8576283
1722,8573276,238,8576283
1723,8573277,517,8576283
1724,8576285,117,8576283
1725,8576286,272,8576283
1726,8596003,370,8576283
1727,8573276,167,8576285
1728,8573277,578,8576285
1729,8576283,117,8576285
1730,8576286,194,8576285
1731,8596003,373,8576285
1732,8573276,327,8576286
1733,8576283,272,8576286
1734,8576285,194,8576286
1735,8576287,553,8576286
1736,8596003,256,8576286
1737,8576286,553,8576287
1738,8576289,260,8576288
1739,8576288,260,8576289
1740,8576164,431,8576480
1741,8576496,304,8576480
1742,8576498,569,8576480
1743,8572600,473,8576496
1744,8572601,533,8576496
1745,8576480,304,8576496
1746,8576498,274,8576496
1747,8572600,486,8576498
1748,8572601,299,8576498
1749,8576480,569,8576498
1750,8576496,274,8576498
1751,8573713,359,8576699
1752,8576743,488,8576699
1753,8579440,171,8576699
1754,8579994,398,8576699
1755,8576699,488,8576743
1756,8575957,118,8576788
1757,8576095,582,8576788
1758,8580879,565,8576788
1759,8581539,356,8576788
1760,8581542,290,8576788
1761,8587952,443,8576788
1762,8588984,468,8577867
1763,8590652,364,8577867
1764,8590658,435,8577867
1765,8590661,276,8577867
1766,8590663,442,8577867
1767,8503204,324,8577912
1768,8503672,424,8577912
1769,8503855,391,8577912
1770,8503855,391,8577912
1771,8530643,593,8577912
1772,8573552,257,8577912
1773,8573555,492,8577912
1774,8580724,146,8577912
1775,8589111,591,8577912
1776,8590651,147,8577912
1777,8590659,417,8577912
1778,8590660,194,8577912
1779,8590663,509,8577912
1780,8590314,382,8578679
1781,8502209,384,8579186
1782,8503203,71,8579186
1783,8503673,273,8579186
1784,8590734,386,8579186
1785,8590735,411,8579186
1786,8589108,559,8579188
1787,8590736,274,8579188
1788,8579190,516,8579189
1789,8589108,397,8579189
1790,8589110,345,8579189
1791,8573553,529,8579190
1792,8579189,516,8579190
1793,8579192,309,8579190
1794,8589109,225,8579190
1795,8589110,419,8579190
1796,8590650,574,8579190
1797,8594182,410,8579190
1798,8502208,587,8579192
1799,8573553,219,8579192
1800,8573554,597,8579192
1801,8579190,309,8579192
1802,8589109,295,8579192
1803,8589111,419,8579192
1804,8590650,414,8579192
1805,8594182,198,8579192
1806,8503692,17,8579434
1807,8579442,299,8579434
1808,8579443,354,8579434
1809,8579453,527,8579434
1810,8579994,361,8579434
1811,8573713,501,8579440
1812,8576699,171,8579440
1813,8579442,487,8579440
1814,8579994,379,8579440
1815,8503692,317,8579442
1816,8579434,299,8579442
1817,8579440,487,8579442
1818,8579443,341,8579442
1819,8579994,454,8579442
1820,8503692,363,8579443
1821,8579434,354,8579443
1822,8579442,341,8579443
1823,8579453,284,8579443
1824,8579472,543,8579443
1825,8503692,527,8579453
1826,8573712,392,8579453
1827,8579434,527,8579453
1828,8579443,284,8579453
1829,8579472,259,8579453
1830,8579495,496,8579453
1831,8579497,553,8579453
1832,8573712,222,8579472
1833,8579443,543,8579472
1834,8579453,259,8579472
1835,8579495,237,8579472
1836,8579497,311,8579472
1837,8503693,387,8579495
1838,8573712,278,8579495
1839,8579453,496,8579495
1840,8579472,237,8579495
1841,8579497,168,8579495
1842,8503693,339,8579497
1843,8573712,209,8579497
1844,8579453,553,8579497
1845,8579472,311,8579497
1846,8579495,168,8579497
1847,8573234,495,8579843
1848,8573232,511,8579967
1849,8579969,210,8579967
1850,8579969,406,8579968
1851,8590600,374,8579968
1852,8573232,540,8579969
1853,8579967,210,8579969
1854,8579968,406,8579969
1855,8573729,393,8579991
1856,8503692,362,8579994
1857,8573713,421,8579994
1858,8576699,398,8579994
1859,8579434,361,8579994
1860,8579440,379,8579994
1861,8579442,454,8579994
1862,8502574,396,8580268
1863,8502953,269,8580268
1864,8582763,404,8580268
1865,8502075,278,8580301
1866,8503016,422,8580301
1867,8573205,374,8580301
1868,8573205,374,8580301
1869,8588553,553,8580301
1870,8572598,569,8580317
1871,8502471,441,8580432
1872,8588739,245,8580432
1873,8588740,132,8580432
1874,8590697,387,8580432
1875,8576153,402,8580433
1876,8576154,272,8580433
1877,8580435,426,8580433
1878,8580437,500,8580433
1879,8580438,462,8580433
1880,8503308,593,8580434
1881,8576152,284,8580434
1882,8576153,400,8580434
1883,8580435,456,8580434
1884,8580437,297,8580434
1885,8580438,530,8580434
1886,8587420,551,8580434
1887,8588736,368,8580434
1888,8588737,498,8580434
1889,8588738,516,8580434
1890,8576153,144,8580435
1891,8576154,543,8580435
1892,8580433,426,8580435
1893,8580434,456,8580435
1894,8580437,210,8580435
1895,8580438,484,8580435
1896,8576152,581,8580437
1897,8576153,105,8580437
1898,8580433,500,8580437
1899,8580434,297,8580437
1900,8580435,210,8580437
1901,8580438,340,8580437
1902,8588736,559,8580437
1903,8588737,443,8580437
1904,8588738,562,8580437
1905,8576153,342,8580438
1906,8580433,462,8580438
1907,8580434,530,8580438
1908,8580435,484,8580438
1909,8580437,340,8580438
1910,8588736,575,8580438
1911,8588737,226,8580438
1912,8588738,410,8580438
1913,8573214,540,8580443
1914,8587654,275,8580443
1915,8590631,492,8580443
1916,8590743,354,8580443
1917,8594553,551,8580443
1918,8503006,59,8580449
1919,8591062,144,8580449
1920,8591063,263,8580449
1921,8591272,462,8580449
1922,8591273,485,8580449
1923,8591382,230,8580449
1924,8591110,461,8580522
1925,8591135,511,8580522
1926,8591323,547,8580522
1927,8591437,262,8580522
1928,8594239,434,8580522
1929,8590623,520,8580536
1930,8590743,521,8580536
1931,8590744,424,8580536
1932,8590748,377,8580536
1933,8594553,310,8580536
1934,8580620,262,8580619
1935,8503781,434,8580620
1936,8580619,262,8580620
1937,8503204,416,8580724
1938,8503672,486,8580724
1939,8503855,504,8580724
1940,8503855,504,8580724
1941,8530643,450,8580724
1942,8573552,388,8580724
1943,8577912,146,8580724
1944,8588985,593,8580724
1945,8590651,159,8580724
1946,8590659,274,8580724
1947,8590660,293,8580724
1948,8590663,394,8580724
1949,8502276,515,8580728
1950,8502276,491,8580728
1951,8502575,289,8580728
1952,8572560,539,8580728
1953,8580729,169,8580728
1954,8502276,354,8580729
1955,8502276,326,8580729
1956,8502575,458,8580729
1957,8572560,375,8580729
1958,8580728,169,8580729
1959,8502188,503,8580847
1960,8502188,500,8580847
1961,8502188,500,8580847
1962,8502273,443,8580847
1963,8502273,443,8580847
1964,8502274,456,8580847
1965,8517377,26,8580847
1966,8517377,26,8580847
1967,8572568,365,8580847
1968,8572747,449,8580847
1969,8582529,210,8580847
1970,8573504,527,8580872
1971,8581545,395,8580872
1972,8587680,431,8580872
1973,8587860,459,8580872
1974,8588051,276,8580872
1975,8588055,329,8580872
1976,8580877,364,8580874
1977,8581540,573,8580874
1978,8587680,466,8580874
1979,8580874,364,8580877
1980,8581540,302,8580877
1981,8581541,560,8580877
1982,8587010,429,8580877
1983,8503125,331,8580879
1984,8573504,419,8580879
1985,8576095,309,8580879
1986,8576788,565,8580879
1987,8581539,431,8580879
1988,8581548,249,8580879
1989,8587952,144,8580879
1990,8503053,550,8580912
1991,8503610,594,8580912
1992,8591170,576,8580912
1993,8591190,414,8580912
1994,8591351,556,8580912
1995,8591401,595,8580912
1996,8502894,454,8581346
1997,8503254,555,8581538
1998,8503785,94,8581538
1999,8576099,294,8581538
2000,8581541,565,8581538
2001,8587010,479,8581538
2002,8575957,392,8581539
2003,8576095,269,8581539
2004,8576788,356,8581539
2005,8580879,431,8581539
2006,8581544,526,8581539
2007,8581545,568,8581539
2008,8581548,429,8581539
2009,8587952,290,8581539
2010,8576099,588,8581540
2011,8580874,573,8581540
2012,8580877,302,8581540
2013,8581541,311,8581540
2014,8587010,587,8581540
2015,8576099,328,8581541
2016,8580877,560,8581541
2017,8581538,565,8581541
2018,8581540,311,8581541
2019,8575957,360,8581542
2020,8576788,290,8581542
2021,8587952,580,8581542
2022,8576095,558,8581544
2023,8576097,361,8581544
2024,8581539,526,8581544
2025,8581545,424,8581544
2026,8503125,570,8581545
2027,8573504,481,8581545
2028,8576095,389,8581545
2029,8580872,395,8581545
2030,8581539,568,8581545
2031,8581544,424,8581545
2032,8581548,432,8581545
2033,8588051,540,8581545
2034,8503125,227,8581548
2035,8573504,240,8581548
2036,8576095,174,8581548
2037,8580879,249,8581548
2038,8581539,429,8581548
2039,8581545,432,8581548
2040,8587952,273,8581548
2041,8588051,590,8581548
2042,8502273,550,8582462
2043,8502273,542,8582462
2044,8572600,517,8582462
2045,8572747,581,8582462
2046,8502273,338,8582529
2047,8502273,334,8582529
2048,8502274,420,8582529
2049,8517377,204,8582529
2050,8517377,204,8582529
2051,8572568,568,8582529
2052,8572747,360,8582529
2053,8576164,595,8582529
2054,8580847,210,8582529
2055,8573239,555,8582662
2056,8583761,464,8582662
2057,8503313,403,8582720
2058,8503313,403,8582720
2059,8573262,552,8582720
2060,8573263,48,8582720
2061,8583769,583,8582720
2062,8502223,595,8582721
2063,8502223,240,8582722
2064,8502953,586,8582723
2065,8503860,85,8582751
2066,8503698,494,8582752
2067,8502574,264,8582763
2068,8573734,450,8582763
2069,8580268,404,8582763
2070,8502779,190,8582790
2071,8572605,409,8582790
2072,8583363,524,8582790
2073,8502771,580,8583047
2074,8503690,469,8583053
2075,8573724,459,8583053
2076,8572603,342,8583071
2077,8573725,451,8583206
2078,8582790,524,8583363
2079,8503578,466,8583613
2080,8574739,381,8583613
2081,8574898,525,8583613
2082,8503551,85,8583731
2083,8502876,536,8583755
2084,8582662,464,8583761
2085,8503313,438,8583769
2086,8503313,438,8583769
2087,8582720,583,8583769
2088,8503788,465,8583774
2089,8502885,456,8583805
2090,8573171,256,8583855
2091,8502221,59,8583870
2092,8502950,432,8583870
2093,8573718,164,8583870
2094,8573718,164,8583870
2095,8502221,60,8583870
2096,8502950,432,8583870
2097,8573718,165,8583870
2098,8573718,165,8583870
2099,8502221,60,8583870
2100,8502950,432,8583870
2101,8573718,165,8583870
2102,8573718,165,8583870
2103,8557097,465,8583890
2104,8503254,336,8587010
2105,8503785,425,8587010
2106,8580877,429,8587010
2107,8581538,479,8587010
2108,8581540,587,8587010
2109,8590241,411,8587018
2110,8503508,42,8587020
2111,8503508,42,8587020
2112,8590217,217,8587020
2113,8590223,558,8587020
2114,8590514,585,8587020
2115,8590529,413,8587020
2116,8595511,381,8587020
2117,8503508,42,8587020
2118,8503508,42,8587020
2119,8590217,217,8587020
2120,8590223,558,8587020
2121,8590514,585,8587020
2122,8590529,413,8587020
2123,8595511,381,8587020
2124,8503681,369,8587347
2125,8591106,546,8587347
2126,8591217,501,8587347
2127,8591279,556,8587347
2128,8591304,361,8587347
2129,8591357,544,8587347
2130,8503000,147,8587348
2131,8503088,29,8587348
2132,8503446,314,8587348
2133,8503499,435,8587348
2134,8587349,221,8587348
2135,8588078,420,8587348
2136,8591067,135,8587348
2137,8591174,568,8587348
2138,8591262,250,8587348
2139,8591316,562,8587348
2140,8591327,546,8587348
2141,8591367,490,8587348
2142,8591368,384,8587348
2143,8591379,513,8587348
2144,8596126,542,8587348
2145,8503088,20,8587348
2146,8503000,160,8587349
2147,8503088,233,8587349
2148,8503446,198,8587349
2149,8503499,249,8587349
2150,8503500,432,8587349
2151,8587348,221,8587349
2152,8588078,221,8587349
2153,8591067,273,8587349
2154,8591123,589,8587349
2155,8591174,375,8587349
2156,8591262,450,8587349
2157,8591327,494,8587349
2158,8591368,485,8587349
2159,8591379,376,8587349
2160,8503088,216,8587349
2161,8503308,48,8587420
2162,8576152,516,8587420
2163,8580434,551,8587420
2164,8590693,136,8587420
2165,8590697,452,8587420
2166,8590698,539,8587420
2167,8590699,396,8587420
2168,8503129,572,8587651
2169,8587655,542,8587651
2170,8590884,367,8587651
2171,8590894,599,8587651
2172,8590895,468,8587651
2173,8594198,228,8587651
2174,8503129,572,8587651
2175,8587655,542,8587651
2176,8590884,367,8587651
2177,8590894,599,8587651
2178,8590895,468,8587651
2179,8594198,228,8587651
2180,8590510,444,8587652
2181,8591194,317,8587652
2182,8591263,493,8587652
2183,8503128,50,8587653
2184,8590548,145,8587653
2185,8590550,400,8587653
2186,8590558,491,8587653
2187,8590575,343,8587653
2188,8590586,431,8587653
2189,8590589,500,8587653
2190,8590591,505,8587653
2191,8580443,275,8587654
2192,8590631,227,8587654
2193,8590743,367,8587654
2194,8594553,433,8587654
2195,8503129,55,8587655
2196,8587651,542,8587655
2197,8587651,542,8587655
2198,8590884,449,8587655
2199,8590886,505,8587655
2200,8590895,484,8587655
2201,8590899,246,8587655
2202,8594186,536,8587655
2203,8594187,353,8587655
2204,8594190,417,8587655
2205,8580872,431,8587680
2206,8580874,466,8587680
2207,8587859,518,8587680
2208,8587860,439,8587680
2209,8591857,477,8587680
2210,8503309,211,8587799
2211,8573213,462,8587799
2212,8573213,462,8587799
2213,8573214,391,8587799
2214,8503150,294,8587858
2215,8503152,423,8587859
2216,8587680,518,8587859
2217,8587860,234,8587859
2218,8588052,109,8587859
2219,8588053,541,8587859
2220,8588054,381,8587859
